;nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude;semana_epidem
275804;Osvaldo Cruz;3534609;27;4;2021-04-27;1875;16;5,997505e+03;  18,0000000;62;2;1,983175e+02;  0,8571429;0,0330666667;RA de Presidente Prudente;9;Marília;5;31263;6674;24804;<5000;2.0;-21,7968;-50,8793;17
275805;Ourinhos;3534708;27;4;2021-04-27;8728;61;7,899429e+03;  42,0000000;193;1;1,746780e+02;  0,5714286;0,0221127406;RA de Marília;8;Marília;5;110489;18745;29582;>5000;1.0;-22,9797;-49,8697;17
275806;Ouroeste;3534757;27;4;2021-04-27;842;7;8,612049e+03;   1,1428571;18;0;1,841056e+02;  0,0000000;0,0213776722;RA de São José do Rio Preto;14;São José do Rio Preto;15;9777;1531;28865;<1200;3.0;-20,0061;-50,3768;17
275807;Ouro Verde;3534807;27;4;2021-04-27;353;0;4,269473e+03;   0,1428571;9;0;1,088534e+02;  0,0000000;0,0254957507;RA de Presidente Prudente;9;Presidente Prudente;2;8268;1342;26678;<600;4.0;-21,4872;-51,7024;17
275808;Pacaembu;3534906;27;4;2021-04-27;936;1;7,169118e+03;   4,2857143;20;0;1,531863e+02;  0,0000000;0,0213675214;RA de Presidente Prudente;9;Marília;5;13056;2434;33938;<1200;3.0;-21,5627;-51,2654;17
275809;Palestina;3535002;27;4;2021-04-27;436;1;3,585526e+03;   1,1428571;21;0;1,726974e+02;  0,1428571;0,0481651376;RA de São José do Rio Preto;14;São José do Rio Preto;15;12160;2290;6977;<600;4.0;-20,3900;-49,4309;17
275810;Palmares Paulista;3535101;27;4;2021-04-27;947;10;7,286297e+03;   4,7142857;29;2;2,231284e+02;  0,5714286;0,0306230201;RA de São José do Rio Preto;14;São José do Rio Preto;15;12997;1248;8213;<1200;3.0;-21,0854;-48,8037;17
275811;Palmeira d'Oeste;3535200;27;4;2021-04-27;513;27;5,618839e+03;   4,2857143;10;0;1,095290e+02;  0,0000000;0,0194931774;RA de São José do Rio Preto;14;São José do Rio Preto;15;9130;2193;31874;<600;4.0;-20,4148;-50,7632;17
275812;Palmital;3535309;27;4;2021-04-27;1613;22;7,467938e+03;  13,0000000;24;0;1,111163e+02;  0,1428571;0,0148791073;RA de Marília;8;Marília;5;21599;4425;54841;<5000;2.0;-22,7858;-50,2180;17
275813;Panorama;3535408;27;4;2021-04-27;780;6;5,131917e+03;   3,0000000;25;0;1,644845e+02;  0,1428571;0,0320512821;RA de Presidente Prudente;9;Presidente Prudente;2;15199;2341;35605;<1200;3.0;-21,3540;-51,8562;17
275814;Paraguaçu Paulista;3535507;27;4;2021-04-27;2286;28;5,174287e+03;  17,2857143;57;2;1,290177e+02;  0,5714286;0,0249343832;RA de Marília;8;Marília;5;44180;7098;100149;<5000;2.0;-22,4114;-50,5732;17
275815;Paraibuna;3535606;27;4;2021-04-27;915;16;5,019199e+03;   6,7142857;26;0;1,426221e+02;  0,1428571;0,0284153005;RA de São José dos Campos;15;Taubaté;17;18230;3013;80958;<1200;3.0;-23,3872;-45,6639;17
275816;Paraíso;3535705;27;4;2021-04-27;298;3;4,753549e+03;   1,1428571;12;1;1,914181e+02;  0,2857143;0,0402684564;RA de São José do Rio Preto;14;São José do Rio Preto;15;6269;1113;15519;<300;5.0;-21,0159;-48,7761;17
275817;Paranapanema;3535804;27;4;2021-04-27;1008;7;5,049594e+03;   3,2857143;43;2;2,154093e+02;  0,2857143;0,0426587302;RA de Itapeva;7;Bauru;12;19962;2683;101872;<1200;3.0;-23,3862;-48,7214;17
275818;Paranapuã;3535903;27;4;2021-04-27;314;3;8,067831e+03;   1,5714286;12;0;3,083248e+02;  0,0000000;0,0382165605;RA de São José do Rio Preto;14;São José do Rio Preto;15;3892;783;14035;<600;4.0;-20,1048;-50,5886;17
275819;Parapuã;3536000;27;4;2021-04-27;700;14;6,662225e+03;   6,0000000;20;0;1,903493e+02;  0,2857143;0,0285714286;RA de Marília;8;Marília;5;10507;2247;36666;<1200;3.0;-21,7792;-50,7949;17
275820;Pardinho;3536109;27;4;2021-04-27;411;4;6,429912e+03;   1,4285714;7;0;1,095119e+02;  0,0000000;0,0170316302;RA de Sorocaba;13;Bauru;12;6392;914;20989;<600;4.0;-23,0841;-48,3679;17
275821;Pariquera-Açu;3536208;27;4;2021-04-27;1739;8;9,033297e+03;  17,0000000;45;0;2,337541e+02;  0,0000000;0,0258769408;RA de Registro;16;Registro;9;19251;2926;35941;<5000;2.0;-24,7147;-47,8742;17
275822;Parisi;3536257;27;4;2021-04-27;304;0;1,480039e+04;   0,0000000;15;0;7,302824e+02;  0,0000000;0,0493421053;RA de São José do Rio Preto;14;São José do Rio Preto;15;2054;458;8474;<600;4.0;-20,3034;-50,0163;17
275823;Patrocínio Paulista;3536307;27;4;2021-04-27;588;3;4,065547e+03;   3,0000000;16;0;1,106271e+02;  0,0000000;0,0272108844;RA de Franca;6;Franca;4;14463;2222;60285;<600;4.0;-20,6384;-47,2801;17
275824;Paulicéia;3536406;27;4;2021-04-27;300;1;4,198153e+03;   0,4285714;5;0;6,996921e+01;  0,0000000;0,0166666667;RA de Presidente Prudente;9;Presidente Prudente;2;7146;997;37409;<600;4.0;-21,3153;-51,8321;17
275825;Paulínia;3536505;27;4;2021-04-27;11294;32;1,075240e+04;  25,7142857;193;1;1,837448e+02;  0,5714286;0,0170887197;RA de Campinas;4;Campinas;3;105037;12690;13878;>5000;1.0;-22,7542;-47,1488;17
275826;Paulistânia;3536570;27;4;2021-04-27;78;0;4,409271e+03;   0,0000000;3;1;1,695873e+02;  0,1428571;0,0384615385;RA de Bauru;3;Bauru;12;1769;326;25618;<150;6.0;-22,5768;-49,4008;17
275827;Paulo de Faria;3536604;27;4;2021-04-27;448;3;5,257599e+03;   1,0000000;12;0;1,408285e+02;  0,2857143;0,0267857143;RA de São José do Rio Preto;14;São José do Rio Preto;15;8521;1433;73799;<600;4.0;-20,0296;-49,4000;17
275828;Pederneiras;3536703;27;4;2021-04-27;2836;37;6,223393e+03;  16,8571429;67;0;1,470266e+02;  0,1428571;0,0236248237;RA de Bauru;3;Bauru;12;45570;6644;72874;<5000;2.0;-22,3511;-48,7781;17
275829;Pedra Bela;3536802;27;4;2021-04-27;162;1;2,716298e+03;   0,2857143;2;0;3,353454e+01;  0,0000000;0,0123456790;RA de Campinas;4;Campinas;3;5964;1147;15859;<300;5.0;-22,7902;-46,4455;17
275830;Pedranópolis;3536901;27;4;2021-04-27;172;0;7,101569e+03;   0,7142857;5;0;2,064410e+02;  0,0000000;0,0290697674;RA de São José do Rio Preto;14;São José do Rio Preto;15;2422;596;2601;<300;5.0;-20,2474;-50,1129;17
275831;Pedregulho;3537008;27;4;2021-04-27;246;0;1,511149e+03;   0,4285714;9;0;5,528595e+01;  0,0000000;0,0365853659;RA de Franca;6;Franca;4;16279;2558;7126;<300;5.0;-20,2535;-47,4775;17
275832;Pedreira;3537107;27;4;2021-04-27;2572;8;5,525479e+03;   8,2857143;42;1;9,022944e+01;  0,4285714;0,0163297045;RA de Campinas;4;Campinas;3;46548;7069;10882;<5000;2.0;-22,7413;-46,8948;17
275833;Pedrinhas Paulista;3537156;27;4;2021-04-27;209;5;6,943522e+03;   1,4285714;3;0;9,966777e+01;  0,0000000;0,0143540670;RA de Marília;8;Marília;5;3010;581;15231;<300;5.0;-22,8174;-50,7933;17
275834;Pedro de Toledo;3537206;27;4;2021-04-27;254;0;2,313929e+03;   0,5714286;12;0;1,093195e+02;  0,0000000;0,0472440945;RA de Registro;16;Registro;9;10977;1813;67044;<300;5.0;-24,2764;-47,2354;17
275835;Penápolis;3537305;27;4;2021-04-27;4488;16;7,384737e+03;  26,8571429;164;0;2,698522e+02;  1,0000000;0,0365418895;RA de Araçatuba;1;Araçatuba;7;60774;11490;71132;<5000;2.0;-21,4148;-50,0769;17
275836;Pereira Barreto;3537404;27;4;2021-04-27;1307;8;5,147493e+03;   5,8571429;34;0;1,339057e+02;  0,1428571;0,0260137720;RA de Araçatuba;1;Araçatuba;7;25391;4495;97425;<5000;2.0;-20,6368;-51,1123;17
275837;Pereiras;3537503;27;4;2021-04-27;646;1;7,664926e+03;   1,2857143;11;0;1,305173e+02;  0,1428571;0,0170278638;RA de Sorocaba;13;Bauru;12;8428;1408;22314;<1200;3.0;-23,0804;-47,9720;17
275838;Peruíbe;3537602;27;4;2021-04-27;4874;32;7,362427e+03;  18,5714286;146;7;2,205405e+02;  2,1428571;0,0299548625;RA de Santos;12;Baixada Santista;13;66201;11193;32622;<5000;2.0;-24,3120;-47,0012;17
275839;Piacatu;3537701;27;4;2021-04-27;527;10;8,945850e+03;   7,8571429;7;0;1,188253e+02;  0,0000000;0,0132827324;RA de Araçatuba;1;Araçatuba;7;5891;1010;23249;<600;4.0;-21,5921;-50,6003;17
275840;Piedade;3537800;27;4;2021-04-27;3219;9;6,012776e+03;  11,4285714;76;2;1,419605e+02;  0,7142857;0,0236098167;RA de Sorocaba;13;Sorocaba;6;53536;8755;74687;<5000;2.0;-23,7139;-47,4256;17
275841;Pilar do Sul;3537909;27;4;2021-04-27;1662;25;5,889231e+03;   9,4285714;46;0;1,629992e+02;  0,2857143;0,0276774970;RA de Sorocaba;13;Sorocaba;6;28221;4259;68125;<5000;2.0;-23,8077;-47,7222;17
275842;Pindamonhangaba;3538006;27;4;2021-04-27;8445;44;5,161633e+03;  67,4285714;166;3;1,014602e+02;  1,0000000;0,0196566015;RA de São José dos Campos;15;Taubaté;17;163611;23934;730;>5000;1.0;-22,9246;-45,4613;17
275843;Pindorama;3538105;27;4;2021-04-27;849;3;5,223008e+03;   1,2857143;36;0;2,214703e+02;  0,0000000;0,0424028269;RA de São José do Rio Preto;14;São José do Rio Preto;15;16255;2914;18483;<1200;3.0;-21,1853;-48,9086;17
275844;Pinhalzinho;3538204;27;4;2021-04-27;514;4;3,483565e+03;   2,5714286;3;0;2,033209e+01;  0,1428571;0,0058365759;RA de Campinas;4;Campinas;3;14755;2867;15453;<600;4.0;-22,7811;-46,5897;17
275845;Piquerobi;3538303;27;4;2021-04-27;151;1;4,271570e+03;   0,4285714;3;0;8,486563e+01;  0,0000000;0,0198675497;RA de Presidente Prudente;9;Presidente Prudente;2;3535;686;48277;<300;5.0;-21,8747;-51,7282;17
275846;Piquete;3538501;27;4;2021-04-27;281;0;2,059061e+03;   0,5714286;11;0;8,060380e+01;  0,1428571;0,0391459075;RA de São José dos Campos;15;Taubaté;17;13647;2694;176;<300;5.0;-22,6069;-45,1869;17
275847;Piracaia;3538600;27;4;2021-04-27;2326;16;8,848480e+03;   8,1428571;22;0;8,369156e+01;  0,1428571;0,0094582975;RA de Campinas;4;Campinas;3;26287;4407;38557;<5000;2.0;-23,0525;-46,3594;17
275848;Piracicaba;3538709;27;4;2021-04-27;42001;179;1,077300e+04; 150,7142857;824;3;2,113509e+02;  5,7142857;0,0196185805;RA de Campinas;4;Piracicaba;11;389873;64835;137807;>5000;1.0;-22,7338;-47,6476;17
275849;Piraju;3538808;27;4;2021-04-27;1145;17;4,007139e+03;   7,5714286;38;0;1,329880e+02;  0,4285714;0,0331877729;RA de Itapeva;7;Bauru;12;28574;5424;50459;<1200;3.0;-23,1981;-49,3803;17
275850;Pirajuí;3538907;27;4;2021-04-27;1543;3;6,633991e+03;   2,4285714;38;1;1,633776e+02;  0,2857143;0,0246273493;RA de Bauru;3;Bauru;12;23259;3878;82376;<5000;2.0;-21,9990;-49,4608;17
275851;Pirangi;3539004;27;4;2021-04-27;1184;5;1,093967e+04;   3,5714286;46;0;4,250208e+02;  0,1428571;0,0388513514;RA de Barretos;2;São José do Rio Preto;15;10823;2163;21581;<1200;3.0;-21,0886;-48,6607;17
275852;Pirapora do Bom Jesus;3539103;27;4;2021-04-27;1299;6;6,890881e+03;   3,1428571;14;0;7,426662e+01;  0,0000000;0,0107775212;RM de São Paulo;10;Grande São Paulo;10;18851;1853;10849;<5000;2.0;-23,3965;-46,9991;17
275853;Pirapozinho;3539202;27;4;2021-04-27;1691;12;6,213942e+03;   5,5714286;44;0;1,616874e+02;  0,0000000;0,0260201064;RA de Presidente Prudente;9;Presidente Prudente;2;27213;4312;47767;<5000;2.0;-22,2711;-51,4976;17
275854;Pirassununga;3539301;27;4;2021-04-27;6532;57;8,862236e+03;  30,5714286;160;0;2,170787e+02;  0,1428571;0,0244947949;RA de Campinas;4;Piracicaba;11;73706;13461;72712;>5000;1.0;-21,9960;-47,4257;17
275855;Piratininga;3539400;27;4;2021-04-27;592;5;4,480436e+03;   1,8571429;16;0;1,210929e+02;  0,0000000;0,0270270270;RA de Bauru;3;Bauru;12;13213;2371;40241;<600;4.0;-22,4142;-49,1339;17
275856;Pitangueiras;3539509;27;4;2021-04-27;3333;136;8,638296e+03;  32,1428571;104;2;2,695418e+02;  1,2857143;0,0312031203;RA de Ribeirão Preto;11;Ribeirão Preto;1;38584;4770;43064;<5000;2.0;-21,0132;-48,2210;17
275857;Planalto;3539608;27;4;2021-04-27;415;1;8,031740e+03;   0,7142857;7;0;1,354751e+02;  0,0000000;0,0168674699;RA de São José do Rio Preto;14;São José do Rio Preto;15;5167;712;28983;<600;4.0;-21,0342;-49,9330;17
275858;Platina;3539707;27;4;2021-04-27;176;1;5,027135e+03;   0,4285714;6;0;1,713796e+02;  0,1428571;0,0340909091;RA de Marília;8;Marília;5;3501;572;32748;<300;5.0;-22,6371;-50,2104;17
275859;Poá;3539806;27;4;2021-04-27;5702;24;4,935173e+03;  18,8571429;255;0;2,207066e+02;  0,8571429;0,0447211505;RM de São Paulo;10;Grande São Paulo;10;115538;15261;1726;>5000;1.0;-23,5333;-46,3473;17
275860;Poloni;3539905;27;4;2021-04-27;382;3;6,740780e+03;   3,1428571;9;0;1,588142e+02;  0,0000000;0,0235602094;RA de São José do Rio Preto;14;São José do Rio Preto;15;5667;1140;13512;<600;4.0;-20,7829;-49,8258;17
275861;Pompéia;3540002;27;4;2021-04-27;572;5;2,687717e+03;   4,1428571;11;0;5,168687e+01;  0,0000000;0,0192307692;RA de Marília;8;Marília;5;21282;3745;78467;<600;4.0;-22,1070;-50,1760;17
275862;Pongaí;3540101;27;4;2021-04-27;184;0;5,490898e+03;   0,2857143;7;0;2,088929e+02;  0,0000000;0,0380434783;RA de Bauru;3;Bauru;12;3351;793;1834;<300;5.0;-21,7396;-49,3604;17
275863;Pontal;3540200;27;4;2021-04-27;4058;7;8,234077e+03;   8,8571429;122;0;2,475499e+02;  0,0000000;0,0300640710;RA de Ribeirão Preto;11;Ribeirão Preto;1;49283;4583;35637;<5000;2.0;-21,0216;-48,0423;17
275864;Pontalinda;3540259;27;4;2021-04-27;134;0;2,986405e+03;   0,1428571;9;0;2,005795e+02;  0,0000000;0,0671641791;RA de São José do Rio Preto;14;São José do Rio Preto;15;4487;679;20953;<150;6.0;-20,4396;-50,5258;17
275865;Pontes Gestal;3540309;27;4;2021-04-27;253;3;1,000791e+04;   0,5714286;8;0;3,164557e+02;  0,0000000;0,0316205534;RA de São José do Rio Preto;14;São José do Rio Preto;15;2528;517;21751;<300;5.0;-20,1727;-49,7064;17
275866;Populina;3540408;27;4;2021-04-27;127;1;3,178974e+03;   0,5714286;4;0;1,001252e+02;  0,0000000;0,0314960630;RA de São José do Rio Preto;14;São José do Rio Preto;15;3995;926;31594;<150;6.0;-19,9453;-50,5380;17
275867;Porangaba;3540507;27;4;2021-04-27;481;8;5,166488e+03;   3,0000000;11;0;1,181525e+02;  0,1428571;0,0228690229;RA de Sorocaba;13;Bauru;12;9310;1838;26569;<600;4.0;-23,1761;-48,1195;17
275868;Porto Feliz;3540606;27;4;2021-04-27;5259;34;1,017274e+04;  32,5714286;72;0;1,392731e+02;  0,1428571;0,0136908157;RA de Sorocaba;13;Sorocaba;6;51697;8064;55671;>5000;1.0;-23,2093;-47,5251;17
275869;Porto Ferreira;3540705;27;4;2021-04-27;3318;24;6,132860e+03;   9,5714286;91;0;1,682008e+02;  0,5714286;0,0274261603;RA Central;5;Araraquara;8;54102;8977;24491;<5000;2.0;-21,8498;-47,4870;17
275870;Potim;3540754;27;4;2021-04-27;1338;17;6,463144e+03;   4,8571429;27;0;1,304222e+02;  0,0000000;0,0201793722;RA de São José dos Campos;15;Taubaté;17;20702;2159;4447;<5000;2.0;-22,8343;-45,2552;17
275871;Potirendaba;3540804;27;4;2021-04-27;1789;11;1,077386e+04;   6,4285714;44;0;2,649804e+02;  0,1428571;0,0245947457;RA de São José do Rio Preto;14;São José do Rio Preto;15;16605;3085;34249;<5000;2.0;-21,0428;-49,3815;17
275872;Pracinha;3540853;27;4;2021-04-27;167;0;5,732921e+03;   0,1428571;1;0;3,432887e+01;  0,0000000;0,0059880240;RA de Presidente Prudente;9;Marília;5;2913;291;6305;<300;5.0;-21,8496;-51,0868;17
275873;Pradópolis;3540903;27;4;2021-04-27;1290;3;6,170182e+03;   0,7142857;26;0;1,243603e+02;  0,0000000;0,0201550388;RA de Ribeirão Preto;11;Ribeirão Preto;1;20907;2717;16738;<5000;2.0;-21,3626;-48,0679;17
275874;Praia Grande;3541000;27;4;2021-04-27;14740;125;4,652132e+03;  45,4285714;487;7;1,537034e+02;  1,8571429;0,0330393487;RA de Santos;12;Baixada Santista;13;316844;47218;14925;>5000;1.0;-24,0084;-46,4121;17
275875;Pratânia;3541059;27;4;2021-04-27;471;4;9,134988e+03;   3,2857143;7;0;1,357642e+02;  0,0000000;0,0148619958;RA de Sorocaba;13;Bauru;12;5156;629;1751;<600;4.0;-22,8112;-48,6636;17
275876;Presidente Alves;3541109;27;4;2021-04-27;216;2;5,373134e+03;   0,5714286;6;0;1,492537e+02;  0,0000000;0,0277777778;RA de Bauru;3;Bauru;12;4020;775;28664;<300;5.0;-22,0999;-49,4381;17
275877;Presidente Bernardes;3541208;27;4;2021-04-27;781;4;5,692420e+03;   3,5714286;25;1;1,822157e+02;  0,1428571;0,0320102433;RA de Presidente Prudente;9;Presidente Prudente;2;13720;2965;74923;<1200;3.0;-22,0082;-51,5565;17
275878;Presidente Epitácio;3541307;27;4;2021-04-27;1848;16;4,358491e+03;   9,0000000;65;3;1,533019e+02;  1,0000000;0,0351731602;RA de Presidente Prudente;9;Presidente Prudente;2;42400;6951;126028;<5000;2.0;-21,7651;-52,1111;17
275879;Presidente Prudente;3541406;27;4;2021-04-27;18368;208;8,308568e+03;  79,5714286;531;11;2,401922e+02;  4,2857143;0,0289089721;RA de Presidente Prudente;9;Presidente Prudente;2;221073;39118;56064;>5000;1.0;-22,1207;-51,3925;17
275880;Presidente Venceslau;3541505;27;4;2021-04-27;1886;3;4,962505e+03;  11,1428571;65;0;1,710301e+02;  0,1428571;0,0344644751;RA de Presidente Prudente;9;Presidente Prudente;2;38005;7295;7552;<5000;2.0;-21,8732;-51,8447;17
275881;Promissão;3541604;27;4;2021-04-27;4095;15;1,032344e+04;   8,5714286;61;1;1,537802e+02;  0,1428571;0,0148962149;RA de Bauru;3;Bauru;12;39667;6149;7792;<5000;2.0;-21,5356;-49,8599;17
275882;Quadra;3541653;27;4;2021-04-27;116;10;3,128371e+03;   1,7142857;5;0;1,348436e+02;  0,0000000;0,0431034483;RA de Sorocaba;13;Sorocaba;6;3708;641;20567;<150;6.0;-23,2993;-48,0547;17
275883;Quatá;3541703;27;4;2021-04-27;794;12;5,697883e+03;   2,5714286;13;0;9,329028e+01;  0,2857143;0,0163727960;RA de Marília;8;Presidente Prudente;2;13935;2058;65134;<1200;3.0;-22,2456;-50,6966;17
275884;Queiroz;3541802;27;4;2021-04-27;154;1;4,696554e+03;   0,5714286;3;0;9,149131e+01;  0,0000000;0,0194805195;RA de Marília;8;Marília;5;3279;408;23491;<300;5.0;-21,7969;-50,2415;17
275885;Queluz;3541901;27;4;2021-04-27;754;4;5,963303e+03;   2,5714286;6;0;4,745334e+01;  0,0000000;0,0079575597;RA de São José dos Campos;15;Taubaté;17;12644;1688;2494;<1200;3.0;-22,5312;-44,7781;17
275886;Quintana;3542008;27;4;2021-04-27;299;7;4,600000e+03;   5,1428571;8;1;1,230769e+02;  0,4285714;0,0267558528;RA de Marília;8;Marília;5;6500;1157;31894;<300;5.0;-22,0692;-50,3070;17
275887;Rafard;3542107;27;4;2021-04-27;586;2;6,528520e+03;   2,1428571;5;0;5,570410e+01;  0,0000000;0,0085324232;RA de Campinas;4;Piracicaba;11;8976;1373;12165;<600;4.0;-23,0105;-47,5318;17
275888;Rancharia;3542206;27;4;2021-04-27;2280;34;7,903768e+03;  22,0000000;41;0;1,421292e+02;  0,8571429;0,0179824561;RA de Presidente Prudente;9;Presidente Prudente;2;28847;5081;15875;<5000;2.0;-22,2269;-50,8930;17
275889;Redenção da Serra;3542305;27;4;2021-04-27;80;0;2,084962e+03;   0,4285714;1;0;2,606203e+01;  0,0000000;0,0125000000;RA de São José dos Campos;15;Taubaté;17;3837;763;30944;<150;6.0;-23,2638;-45,5422;17
275890;Regente Feijó;3542404;27;4;2021-04-27;461;3;2,365194e+03;   1,8571429;33;0;1,693089e+02;  0,1428571;0,0715835141;RA de Presidente Prudente;9;Presidente Prudente;2;19491;3435;26328;<600;4.0;-22,2181;-51,3055;17
275891;Reginópolis;3542503;27;4;2021-04-27;258;0;3,575884e+03;   1,4285714;8;0;1,108801e+02;  0,0000000;0,0310077519;RA de Bauru;3;Bauru;12;7215;1037;41041;<300;5.0;-21,8914;-49,2268;17
275892;Registro;3542602;27;4;2021-04-27;4708;18;8,683783e+03;  15,7142857;139;0;2,563819e+02;  2,0000000;0,0295242141;RA de Registro;16;Registro;9;54216;8438;7222;<5000;2.0;-24,4979;-47,8449;17
275893;Restinga;3542701;27;4;2021-04-27;271;2;3,616709e+03;   2,4285714;4;0;5,338316e+01;  0,0000000;0,0147601476;RA de Franca;6;Franca;4;7493;946;24575;<300;5.0;-20,6056;-47,4833;17
275894;Ribeira;3542800;27;4;2021-04-27;243;0;7,495373e+03;   1,4285714;2;0;6,169031e+01;  0,0000000;0,0082304527;RA de Itapeva;7;Sorocaba;6;3242;633;33576;<300;5.0;-24,6517;-49,0044;17
275895;Ribeirão Bonito;3542909;27;4;2021-04-27;608;2;4,691720e+03;   1,1428571;17;0;1,311830e+02;  0,0000000;0,0279605263;RA Central;5;Araraquara;8;12959;1890;47155;<1200;3.0;-22,0685;-48,1820;17
275896;Ribeirão Branco;3543006;27;4;2021-04-27;1109;4;6,270851e+03;   7,2857143;28;0;1,583263e+02;  0,0000000;0,0252479711;RA de Itapeva;7;Sorocaba;6;17685;2214;6975;<1200;3.0;-24,2206;-48,7635;17
275897;Ribeirão Corrente;3543105;27;4;2021-04-27;158;5;3,387650e+03;   0,8571429;2;0;4,288165e+01;  0,0000000;0,0126582278;RA de Franca;6;Franca;4;4664;655;14833;<300;5.0;-20,4579;-47,5904;17
275898;Ribeirão do Sul;3543204;27;4;2021-04-27;384;0;8,807339e+03;   1,7142857;4;0;9,174312e+01;  0,0000000;0,0104166667;RA de Marília;8;Marília;5;4360;892;20321;<600;4.0;-22,7890;-49,9330;17
275899;Ribeirão dos Índios;3543238;27;4;2021-04-27;61;0;2,849136e+03;   0,0000000;5;0;2,335357e+02;  0,0000000;0,0819672131;RA de Presidente Prudente;9;Presidente Prudente;2;2141;503;19645;<150;6.0;-21,8382;-51,6103;17
275900;Ribeirão Grande;3543253;27;4;2021-04-27;271;5;3,608522e+03;   0,8571429;8;0;1,065246e+02;  0,0000000;0,0295202952;RA de Itapeva;7;Sorocaba;6;7510;1162;33336;<300;5.0;-24,1011;-48,3679;17
275901;Ribeirão Pires;3543303;27;4;2021-04-27;6544;20;5,500639e+03;  20,5714286;230;2;1,933293e+02;  1,4285714;0,0351466993;RM de São Paulo;10;Grande São Paulo;10;118968;19424;9908;>5000;1.0;-23,7067;-46,4058;17
275902;Ribeirão Preto;3543402;27;4;2021-04-27;52441;228;7,669313e+03; 227,2857143;1852;16;2,708485e+02; 10,5714286;0,0353158788;RA de Ribeirão Preto;11;Ribeirão Preto;1;683777;110330;65092;>5000;1.0;-21,1699;-47,8099;17
275903;Riversul;3543501;27;4;2021-04-27;292;0;5,118317e+03;   0,8571429;16;0;2,804557e+02;  0,1428571;0,0547945205;RA de Itapeva;7;Sorocaba;6;5705;1113;38588;<300;5.0;-23,8290;-49,4290;17
275904;Rifaina;3543600;27;4;2021-04-27;296;0;8,535179e+03;   0,5714286;6;0;1,730104e+02;  0,1428571;0,0202702703;RA de Franca;6;Franca;4;3468;669;16251;<300;5.0;-20,0803;-47,4291;17
275905;Rincão;3543709;27;4;2021-04-27;308;3;2,934451e+03;   1,7142857;20;0;1,905488e+02;  0,1428571;0,0649350649;RA Central;5;Araraquara;8;10496;1642;31664;<600;4.0;-21,5894;-48,0728;17
275906;Rinópolis;3543808;27;4;2021-04-27;241;0;2,479424e+03;   0,2857143;5;0;5,144033e+01;  0,0000000;0,0207468880;RA de Marília;8;Marília;5;9720;2130;35848;<300;5.0;-21,7284;-50,7239;17
275907;Rio Claro;3543907;27;4;2021-04-27;9131;20;4,538000e+03;  25,1428571;358;0;1,779218e+02;  0,1428571;0,0392070967;RA de Campinas;4;Piracicaba;11;201212;33922;49842;>5000;1.0;-22,3984;-47,5546;17
275908;Rio das Pedras;3544004;27;4;2021-04-27;1991;10;5,785100e+03;   9,1428571;60;0;1,743375e+02;  0,0000000;0,0301356102;RA de Campinas;4;Piracicaba;11;34416;4227;22666;<5000;2.0;-22,8417;-47,6047;17
275909;Rio Grande da Serra;3544103;27;4;2021-04-27;1687;6;3,386462e+03;  15,1428571;61;1;1,224506e+02;  0,1428571;0,0361588619;RM de São Paulo;10;Grande São Paulo;10;49816;5829;3634;<5000;2.0;-23,7437;-46,3971;17
275910;Riolândia;3544202;27;4;2021-04-27;991;17;8,669408e+03;   6,2857143;16;0;1,399703e+02;  0,2857143;0,0161453078;RA de São José do Rio Preto;14;São José do Rio Preto;15;11431;1461;6319;<1200;3.0;-19,9868;-49,6836;17
275911;Rosana;3544251;27;4;2021-04-27;906;0;4,927394e+03;   0,2857143;21;1;1,142111e+02;  0,1428571;0,0231788079;RA de Presidente Prudente;9;Presidente Prudente;2;18387;3132;74401;<1200;3.0;-22,5782;-53,0603;17
275912;Roseira;3544301;27;4;2021-04-27;980;20;9,208795e+03;   6,4285714;17;1;1,597444e+02;  0,1428571;0,0173469388;RA de São José dos Campos;15;Taubaté;17;10642;1468;13065;<1200;3.0;-22,8938;-45,3070;17
275913;Rubiácea;3544400;27;4;2021-04-27;82;0;2,640052e+03;   0,2857143;4;0;1,287830e+02;  0,0000000;0,0487804878;RA de Araçatuba;1;Araçatuba;7;3106;429;23648;<150;6.0;-21,3006;-50,7296;17
275914;Rubinéia;3544509;27;4;2021-04-27;260;1;8,698561e+03;   0,4285714;5;0;1,672800e+02;  0,0000000;0,0192307692;RA de São José do Rio Preto;14;São José do Rio Preto;15;2989;720;24288;<300;5.0;-20,1759;-51,0070;17
275915;Sabino;3544608;27;4;2021-04-27;252;2;4,608632e+03;   0,5714286;21;4;3,840527e+02;  0,5714286;0,0833333333;RA de Bauru;3;Bauru;12;5468;1103;30529;<300;5.0;-21,4593;-49,5755;17
275916;Sagres;3544707;27;4;2021-04-27;105;2;4,445385e+03;   1,0000000;0;0;0,000000e+00;  0,0000000;0,0000000000;RA de Presidente Prudente;9;Marília;5;2362;507;14794;<150;6.0;-21,8823;-50,9594;17
